"customer_id","customer_name","age","product_id","product_name","category","order_id","ship_mode","sales"
"MG-18145","Mike Gockenbach",51,"OFF-EN-10001335","White Business Envelopes with Contemporary Seam  Recycled White Business Envelopes","Office Supplies","US-2015-138303","Standard Class","52.512"
"KB-16240","Karen Bern",42,"FUR-CH-10000595","Safco Contoured Stacking Chairs","Furniture","CA-2015-102848","Second Class","190.72"
"JC-15340","Jasper Cacioppo",39,"FUR-FU-10000448","Tenex Chairmats For Use With Carpeted Floors","Furniture","US-2017-129441","Standard Class","47.94"
"RL-19615","Rob Lucas",53,"TEC-PH-10000984","Panasonic KX-TG9471B","Technology","CA-2016-168753","Second Class","979.95"
"RL-19615","Rob Lucas",53,"OFF-BI-10002557","Presstex Flexible Ring Binders","Office Supplies","CA-2016-168753","Second Class","22.75"
"AA-10375","Allen Armold",22,"OFF-ST-10001325","Sterilite Officeware Hinged File Box","Office Supplies","CA-2016-126613","Standard Class","16.768"
"EP-13915","Emily Phan",38,"OFF-BI-10002429","Premier Elliptical Ring Binder  Black","Office Supplies","US-2017-122637","Second Class","42.616"
"MP-17470","Mark Packer",61,"OFF-BI-10004528","Cardinal Poly Pocket Divider Pockets for Ring Binders","Office Supplies","CA-2015-147851","Standard Class","10.752"
"DK-12985","Darren Koutras",58,"OFF-AP-10001271","Eureka The Boss Cordless Rechargeable Stick Vac","Office Supplies","CA-2015-134894","Standard Class","152.94"
"DK-12985","Darren Koutras",58,"FUR-CH-10002647","Situations Contoured Folding Chairs  4/Set","Furniture","CA-2015-134894","Standard Class","283.92"
"BD-11500","Bradley Drucker",47,"TEC-AC-10001432","Enermax Aurora Lite Keyboard","Technology","CA-2014-140795","First Class","468.9"
"ES-14080","Erin Smith",20,"TEC-PH-10002262","LG Electronics Tone+ HBS-730 Bluetooth Headset","Technology","CA-2016-136924","First Class","380.864"
"LM-17065","Liz MacKendrick",32,"OFF-ST-10001809","Fellowes Officeware Wire Shelving","Office Supplies","US-2015-120161","Standard Class","646.776"
"PG-18895","Paul Gonzalez",64,"TEC-AC-10001465","SanDisk Cruzer 64 GB USB Flash Drive","Technology","CA-2014-103849","Standard Class","58.112"
"PG-18895","Paul Gonzalez",64,"TEC-PH-10002597","Xblue XB-1670-86 X16 Small Office Telephone - Titanium","Technology","CA-2014-103849","Standard Class","100.792"
"PG-18895","Paul Gonzalez",64,"FUR-FU-10000723","Deflect-o EconoMat Studded  No Bevel Mat for Low Pile Carpeting","Furniture","CA-2014-103849","Standard Class","66.112"
"AS-10135","Adrian Shami",65,"OFF-BI-10000404","Avery Printable Repositionable Plastic Tabs","Office Supplies","CA-2017-162929","First Class","41.28"
"AS-10135","Adrian Shami",65,"OFF-PA-10002986","Xerox 1898","Office Supplies","CA-2017-162929","First Class","13.36"
"DK-13225","Dean Katz",36,"OFF-ST-10000604","Home/Office Personal File Carts","Office Supplies","CA-2015-113173","Second Class","250.272"
"DK-13225","Dean Katz",36,"OFF-BI-10004738","Flexible Leather- Look Classic Collection Ring Binder","Office Supplies","CA-2015-113173","Second Class","11.364"
"DK-13225","Dean Katz",36,"OFF-SU-10001935","Staple remover","Office Supplies","CA-2015-113173","Second Class","8.72"
"BD-11320","Bill Donatelli",68,"FUR-CH-10002024","HON 5400 Series Task Chairs for Big and Tall","Furniture","CA-2016-136406","Second Class","1121.568"
"RC-19960","Ryan Crowe",34,"FUR-FU-10003039","Howard Miller 11-1/2 Diameter Grantwood Wall Clock","Furniture","CA-2017-112774","First Class","34.504"
"GT-14710","Greg Tran",67,"OFF-FA-10004248","Advantus T-Pin Paper Clips","Office Supplies","CA-2017-101945","Standard Class","10.824"
"DK-13225","Dean Katz",36,"OFF-ST-10001780","Tennsco 16-Compartment Lockers with Coat Rack","Office Supplies","CA-2017-100650","Second Class","1295.78"
"AJ-10945","Ashley Jarboe",62,"OFF-AR-10003560","Zebra Zazzle Fluorescent Highlighters","Office Supplies","CA-2014-155852","Second Class","19.456"
"OT-18730","Olvera Toch",39,"OFF-LA-10001297","Avery 473","Office Supplies","CA-2016-113243","Standard Class","20.7"
"OT-18730","Olvera Toch",39,"FUR-TA-10004256","Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables","Furniture","CA-2016-113243","Standard Class","1335.68"
"OT-18730","Olvera Toch",39,"OFF-PA-10003441","Xerox 226","Office Supplies","CA-2016-113243","Standard Class","32.4"
"LP-17080","Liz Pelletier",22,"FUR-FU-10003347","Coloredge Poster Frame","Furniture","CA-2017-118731","Second Class","42.6"
"LP-17080","Liz Pelletier",22,"OFF-BI-10000069","GBC Prepunched Paper  19-Hole  for Binding Systems  24-lb","Office Supplies","CA-2017-118731","Second Class","84.056"
"CA-12775","Cynthia Arntzen",57,"OFF-AP-10003914","Sanitaire Vibra Groomer IR Commercial Upright Vacuum  Replacement Belts","Office Supplies","CA-2014-145576","Second Class","13"
"CA-12775","Cynthia Arntzen",57,"FUR-FU-10004020","Advantus Panel Wall Acrylic Frame","Furniture","CA-2014-145576","Second Class","13.128"
"JF-15490","Jeremy Farry",38,"OFF-FA-10003467","Alliance Big Bands Rubber Bands  12/Pack","Office Supplies","CA-2015-130736","First Class","3.96"
"JF-15490","Jeremy Farry",38,"OFF-LA-10000634","Avery 509","Office Supplies","CA-2015-130736","First Class","2.61"
"FP-14320","Frank Preis",20,"TEC-PH-10002496","Cisco SPA301","Technology","CA-2017-137099","First Class","374.376"
"EB-13840","Ellis Ballard",25,"OFF-PA-10004530","Personal Creations Ink Jet Cards and Labels","Office Supplies","CA-2017-156951","Standard Class","91.84"
"EB-13840","Ellis Ballard",25,"OFF-BI-10001107","GBC White Gloss Covers  Plain Front","Office Supplies","CA-2017-156951","Standard Class","81.088"
"EB-13840","Ellis Ballard",25,"OFF-PA-10004451","Xerox 222","Office Supplies","CA-2017-156951","Standard Class","19.44"
"EB-13840","Ellis Ballard",25,"FUR-CH-10004997","Hon Every-Day Series Multi-Task Chairs","Furniture","CA-2017-156951","Standard Class","451.152"
"JF-15415","Jennifer Ferguson",40,"OFF-LA-10001297","Avery 473","Office Supplies","CA-2017-164826","Standard Class","72.45"
"JF-15415","Jennifer Ferguson",40,"OFF-FA-10000585","OIC Bulk Pack Metal Binder Clips","Office Supplies","CA-2017-164826","Standard Class","13.96"
"JF-15415","Jennifer Ferguson",40,"OFF-BI-10001922","Storex Dura Pro Binders","Office Supplies","CA-2017-164826","Standard Class","33.264"
"JF-15415","Jennifer Ferguson",40,"TEC-PH-10000347","Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple","Technology","CA-2017-164826","Standard Class","14.85"
"SF-20200","Sarah Foster",38,"OFF-AR-10003394","Newell 332","Office Supplies","CA-2016-127250","Standard Class","8.82"
"TG-21640","Trudy Glocke",41,"OFF-PA-10004530","Personal Creations Ink Jet Cards and Labels","Office Supplies","CA-2015-149713","Second Class","160.72"
"TG-21640","Trudy Glocke",41,"OFF-PA-10001450","Rediform S.O.S. Phone Message Books","Office Supplies","CA-2015-149713","Second Class","19.92"
"TG-21640","Trudy Glocke",41,"OFF-SU-10001574","Acme Value Line Scissors","Office Supplies","CA-2015-149713","Second Class","7.3"
"CS-11950","Carlos Soltero",18,"OFF-ST-10002974","Trav-L-File Heavy-Duty Shuttle II  Black","Office Supplies","CA-2017-118640","Standard Class","69.712"
"CS-11950","Carlos Soltero",18,"FUR-FU-10001475","Contract Clock  14  Brown","Furniture","CA-2017-118640","Standard Class","8.792"
"CC-12145","Charles Crestani",21,"OFF-SU-10004498","Martin-Yale Premier Letter Opener","Office Supplies","CA-2015-132906","Standard Class","51.52"
"DV-13465","Dianna Vittorini",60,"TEC-PH-10004977","GE 30524EE4","Technology","CA-2017-145233","Standard Class","470.376"
"DV-13465","Dianna Vittorini",60,"TEC-PH-10000586","AT&T SB67148 SynJ","Technology","CA-2017-145233","Standard Class","105.584"
"DV-13465","Dianna Vittorini",60,"OFF-AP-10000358","Fellowes Basic Home/Office Series Surge Protectors","Office Supplies","CA-2017-145233","Standard Class","31.152"
"DV-13465","Dianna Vittorini",60,"OFF-BI-10002764","Recycled Pressboard Report Cover with Reinforced Top Hinge","Office Supplies","CA-2017-145233","Standard Class","6.783"
"DV-13465","Dianna Vittorini",60,"TEC-PH-10001254","Jabra BIZ 2300 Duo QD Duo Corded Headset","Technology","CA-2017-145233","Standard Class","406.368"
"BD-11725","Bruce Degenhardt",36,"FUR-CH-10003956","Novimex High-Tech Fabric Mesh Task Chair","Furniture","CA-2015-128139","Standard Class","70.98"
"BD-11725","Bruce Degenhardt",36,"OFF-LA-10003930","Dot Matrix Printer Tape Reel Labels  White  5000/Box","Office Supplies","CA-2015-128139","Standard Class","294.93"
"ZC-21910","Zuschuss Carroll",61,"TEC-PH-10003800","i.Sound Portable Power - 8000 mAh","Technology","US-2016-156986","Standard Class","84.784"
"ZC-21910","Zuschuss Carroll",61,"OFF-PA-10002005","Xerox 225","Office Supplies","US-2016-156986","Standard Class","20.736"
"ZC-21910","Zuschuss Carroll",61,"OFF-BI-10002498","Clear Mylar Reinforcing Strips","Office Supplies","US-2016-156986","Standard Class","16.821"
"ZC-21910","Zuschuss Carroll",61,"OFF-PA-10004101","Xerox 1894","Office Supplies","US-2016-156986","Standard Class","10.368"
"MS-17830","Melanie Seite",61,"OFF-AR-10004078","Newell 312","Office Supplies","CA-2014-135405","Standard Class","9.344"
"MS-17830","Melanie Seite",61,"TEC-AC-10001266","Memorex Micro Travel Drive 8 GB","Technology","CA-2014-135405","Standard Class","31.2"
"LR-16915","Lena Radford",35,"OFF-AP-10004708","Fellowes Superior 10 Outlet Split Surge Protector","Office Supplies","CA-2014-131450","Standard Class","76.12"
"LR-16915","Lena Radford",35,"TEC-CO-10004115","Sharp AL-1530CS Digital Copier","Technology","CA-2014-131450","Standard Class","1199.976"
"LR-16915","Lena Radford",35,"TEC-PH-10002398","AT&T 1070 Corded Phone","Technology","CA-2014-131450","Standard Class","445.96"
"LR-16915","Lena Radford",35,"FUR-FU-10001979","Dana Halogen Swing-Arm Architect Lamp","Furniture","CA-2014-131450","Standard Class","327.76"
"TP-21130","Theone Pippenger",64,"OFF-SU-10004115","Acme Stainless Steel Office Snips","Office Supplies","CA-2016-120180","First Class","11.632"
"CK-12205","Chloris Kastensmidt",61,"TEC-PH-10001425","Mophie Juice Pack Helium for iPhone","Technology","US-2016-100720","Standard Class","143.982"
"CK-12205","Chloris Kastensmidt",61,"TEC-PH-10003963","GE 2-Jack Phone Line Splitter","Technology","US-2016-100720","Standard Class","494.376"
"CK-12205","Chloris Kastensmidt",61,"OFF-SU-10001574","Acme Value Line Scissors","Office Supplies","US-2016-100720","Standard Class","5.84"
"AS-10240","Alan Shonely",68,"OFF-ST-10001490","Hot File 7-Pocket  Floor Stand","Office Supplies","CA-2014-149958","Standard Class","142.776"
"AS-10240","Alan Shonely",68,"FUR-FU-10001756","Eldon Expressions Desk Accessory  Wood Photo Frame  Mahogany","Furniture","CA-2014-149958","Standard Class","45.696"
"AS-10240","Alan Shonely",68,"OFF-BI-10000773","Insertable Tab Post Binder Dividers","Office Supplies","CA-2014-149958","Standard Class","7.218"
"AS-10240","Alan Shonely",68,"OFF-BI-10001543","GBC VeloBinder Manual Binding System","Office Supplies","CA-2014-149958","Standard Class","43.188"
"AS-10240","Alan Shonely",68,"OFF-PA-10002120","Xerox 1889","Office Supplies","CA-2014-149958","Standard Class","131.904"
"AR-10510","Andrew Roberts",58,"OFF-BI-10000848","Angle-D Ring Binders","Office Supplies","US-2014-105767","Standard Class","3.282"
"AR-10510","Andrew Roberts",58,"OFF-AR-10001246","Newell 317","Office Supplies","US-2014-105767","Standard Class","21.168"
"AR-10510","Andrew Roberts",58,"TEC-PH-10003092","Motorola L804","Technology","US-2014-105767","Standard Class","55.188"
"NB-18655","Nona Balk",42,"TEC-PH-10003012","Nortel Meridian M3904 Professional Digital phone","Technology","CA-2016-161816","First Class","369.576"
"NB-18655","Nona Balk",42,"OFF-LA-10004345","Avery 493","Office Supplies","CA-2016-161816","First Class","15.712"
"GD-14590","Giulietta Dortch",62,"OFF-PA-10001204","Xerox 1972","Office Supplies","CA-2016-121223","Second Class","8.448"
"GD-14590","Giulietta Dortch",62,"TEC-PH-10004667","Cisco 8x8 Inc. 6753i IP Business Phone System","Technology","CA-2016-121223","Second Class","728.946"
"CK-12595","Clytie Kelty",60,"TEC-PH-10000011","PureGear Roll-On Screen Protector","Technology","CA-2017-138611","Second Class","119.94"
"CK-12595","Clytie Kelty",60,"OFF-BI-10002949","Prestige Round Ring Binders","Office Supplies","CA-2017-138611","Second Class","3.648"
"NG-18355","Nat Gilpin",57,"FUR-FU-10003849","DAX Metal Frame  Desktop  Stepped-Edge","Furniture","CA-2017-117947","Second Class","40.48"
"NG-18355","Nat Gilpin",57,"FUR-FU-10000010","DAX Value U-Channel Document Frames  Easel Back","Furniture","CA-2017-117947","Second Class","9.94"
"NG-18355","Nat Gilpin",57,"OFF-BI-10002824","Recycled Easel Ring Binders","Office Supplies","CA-2017-117947","Second Class","107.424"
"NG-18355","Nat Gilpin",57,"TEC-PH-10002538","Grandstream GXP1160 VoIP phone","Technology","CA-2017-117947","Second Class","37.91"
"NG-18355","Nat Gilpin",57,"FUR-FU-10000521","Seth Thomas 14 Putty-Colored Wall Clock","Furniture","CA-2017-117947","Second Class","88.02"
"CA-12265","Christina Anderson",49,"OFF-BI-10002103","Cardinal Slant-D Ring Binder  Heavy Gauge Vinyl","Office Supplies","US-2014-111171","Standard Class","8.69"
"SF-20965","Sylvia Foulston",64,"FUR-CH-10004853","Global Managers Adjustable Task Chair  Storm","Furniture","CA-2015-138009","Standard Class","301.96"
"SF-20965","Sylvia Foulston",64,"OFF-AP-10000179","Honeywell Enviracaire Portable HEPA Air Cleaner for up to 10 x 16 Room","Office Supplies","CA-2015-138009","Standard Class","555.21"
"SF-20965","Sylvia Foulston",64,"OFF-ST-10001272","Mini 13-1/2 Capacity Data Binder Rack  Pearl","Office Supplies","CA-2015-138009","Standard Class","523.48"
"SF-20965","Sylvia Foulston",64,"OFF-AR-10004042","BOSTON Model 1800 Electric Pencil Sharpeners  Putty/Woodgrain","Office Supplies","CA-2015-138009","Standard Class","161.82"
"MO-17800","Meg O'Connel",22,"FUR-FU-10000221","Master Caster Door Stop  Brown","Furniture","CA-2017-163020","Standard Class","35.56"
"AT-10735","Annie Thurman",30,"OFF-AP-10001563","Belkin Premiere Surge Master II 8-outlet surge protector","Office Supplies","CA-2017-153787","Standard Class","97.16"
"LC-17140","Logan Currie",22,"OFF-BI-10000605","Acco Pressboard Covers with Storage Hooks  9 1/2 x 11  Executive Red","Office Supplies","CA-2017-133431","Standard Class","15.24"
"LC-17140","Logan Currie",22,"OFF-PA-10002615","Ampad Gold Fibre Wirebound Steno Books  6 x 9  Gregg Ruled","Office Supplies","CA-2017-133431","Standard Class","13.23"
"FM-14380","Fred McMath",30,"OFF-ST-10001963","Tennsco Regal Shelving Units","Office Supplies","US-2016-135720","Second Class","243.384"
"FM-14380","Fred McMath",30,"TEC-AC-10001267","Imation 32GB Pocket Pro USB 3.0 Flash Drive - 32 GB - Black - 1 P ...","Technology","US-2016-135720","Second Class","119.8"
"FM-14380","Fred McMath",30,"TEC-PH-10002103","Jabra SPEAK 410","Technology","US-2016-135720","Second Class","300.768"
"BD-11605","Brian Dahlen",40,"TEC-AC-10002857","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  1/Pack","Technology","CA-2017-144694","Second Class","17.88"
"BD-11605","Brian Dahlen",40,"OFF-LA-10003930","Dot Matrix Printer Tape Reel Labels  White  5000/Box","Office Supplies","CA-2017-144694","Second Class","235.944"
"DJ-13420","Denny Joy",21,"FUR-CH-10001482","Office Star - Mesh Screen back chair with Vinyl seat","Furniture","CA-2015-168004","Second Class","392.94"
"ME-17725","Max Engle",50,"OFF-BI-10001989","Premium Transparent Presentation Covers by GBC","Office Supplies","US-2016-123470","Standard Class","18.882"
"ME-17725","Max Engle",50,"OFF-AP-10003287","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","Office Supplies","US-2016-123470","Standard Class","122.328"
"RB-19465","Rick Bensley",18,"FUR-FU-10000576","Luxo Professional Fluorescent Magnifier Lamp with Clamp-Mount Base","Furniture","CA-2016-115917","Standard Class","1049.2"
"RB-19465","Rick Bensley",18,"OFF-BI-10004728","Wilson Jones Turn Tabs Binder Tool for Ring Binders","Office Supplies","CA-2016-115917","Standard Class","15.424"
"JD-16150","Justin Deggeller",37,"FUR-FU-10000732","Eldon 200 Class Desk Accessories","Furniture","CA-2016-147067","Standard Class","18.84"
"JL-15835","John Lee",57,"OFF-ST-10000585","Economy Rollaway Files","Office Supplies","CA-2017-167913","Second Class","330.4"
"JL-15835","John Lee",57,"OFF-LA-10002787","Avery 480","Office Supplies","CA-2017-167913","Second Class","26.25"
"SC-20305","Sean Christensen",30,"TEC-AC-10003832","Logitech P710e Mobile Speakerphone","Technology","CA-2017-106103","Standard Class","132.52"
"TW-21025","Tamara Willingham",61,"OFF-PA-10001934","Xerox 1993","Office Supplies","US-2017-127719","Standard Class","6.48"
"CC-12430","Chuck Clark",66,"OFF-AP-10002457","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","Office Supplies","CA-2017-126221","Standard Class","209.3"
"BB-10990","Barry Blumstein",41,"OFF-FA-10003112","Staples","Office Supplies","CA-2016-103947","Standard Class","31.56"
"BB-10990","Barry Blumstein",41,"OFF-AP-10002350","Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector","Office Supplies","CA-2016-103947","Standard Class","30.144"
"AR-10825","Anthony Rawles",39,"FUR-FU-10001935","3M Hangers With Command Adhesive","Furniture","CA-2016-160745","Second Class","14.8"
"AR-10825","Anthony Rawles",39,"TEC-PH-10003273","AT&T TR1909W","Technology","CA-2016-160745","Second Class","302.376"
"AR-10825","Anthony Rawles",39,"TEC-AC-10001142","First Data FD10 PIN Pad","Technology","CA-2016-160745","Second Class","316"
"SR-20740","Steven Roelle",19,"OFF-PA-10000482","Snap-A-Way Black Print Carbonless Ruled Speed Letter  Triplicate","Office Supplies","CA-2016-132661","Standard Class","379.4"
"AR-10405","Allen Rosenblatt",66,"OFF-PA-10003892","Xerox 1943","Office Supplies","CA-2017-140844","Standard Class","97.82"
"AR-10405","Allen Rosenblatt",66,"TEC-AC-10001101","Sony 16GB Class 10 Micro SDHC R40 Memory Card","Technology","CA-2017-140844","Standard Class","103.12"
"CR-12730","Craig Reiter",25,"OFF-AP-10002439","Tripp Lite Isotel 8 Ultra 8 Outlet Metal Surge","Office Supplies","CA-2016-137239","Standard Class","113.552"
"CR-12730","Craig Reiter",25,"OFF-BI-10002827","Avery Durable Poly Binders","Office Supplies","CA-2016-137239","Standard Class","3.318"
"CR-12730","Craig Reiter",25,"OFF-EN-10002230","Airmail Envelopes","Office Supplies","CA-2016-137239","Standard Class","134.288"
"EH-14125","Eugene Hildebrand",41,"FUR-CH-10001215","Global Troy Executive Leather Low-Back Tilter","Furniture","US-2016-156097","Same Day","701.372"
"EH-14125","Eugene Hildebrand",41,"OFF-BI-10004654","Avery Binding System Hidden Tab Executive Style Index Sets","Office Supplies","US-2016-156097","Same Day","2.308"
"CB-12025","Cassandra Brandow",43,"OFF-ST-10001490","Hot File 7-Pocket  Floor Stand","Office Supplies","CA-2015-146563","Standard Class","999.432"
"CB-12025","Cassandra Brandow",43,"OFF-ST-10001511","Space Solutions Commercial Steel Shelving","Office Supplies","CA-2015-146563","Standard Class","724.08"
"CB-12025","Cassandra Brandow",43,"FUR-TA-10001768","Hon Racetrack Conference Tables","Furniture","CA-2015-146563","Standard Class","918.785"
"CB-12025","Cassandra Brandow",43,"OFF-BI-10003981","Avery Durable Plastic 1 Binders","Office Supplies","CA-2015-146563","Standard Class","2.724"
"SP-20545","Sibella Parks",68,"OFF-ST-10001522","Gould Plastics 18-Pocket Panel Bin  34w x 5-1/4d x 20-1/2h","Office Supplies","CA-2016-123666","Standard Class","459.95"
"RC-19825","Roy Collins",54,"OFF-FA-10000621","OIC Colored Binder Clips  Assorted Sizes","Office Supplies","CA-2016-143308","Same Day","10.74"
"TH-21235","Tiffany House",28,"OFF-SU-10004231","Acme Tagit Stainless Steel Antibacterial Scissors","Office Supplies","CA-2017-132682","Second Class","23.76"
"TH-21235","Tiffany House",28,"OFF-PA-10000474","Easy-staple paper","Office Supplies","CA-2017-132682","Second Class","85.056"
"TH-21235","Tiffany House",28,"TEC-PH-10004042","ClearOne Communications CHAT 70 OC Speaker Phone","Technology","CA-2017-132682","Second Class","381.576"
"RP-19390","Resi Polking",44,"FUR-FU-10003096","Master Giant Foot Doorstop  Safety Yellow","Furniture","CA-2014-156314","First Class","30.36"
"MO-17800","Meg O'Connel",22,"FUR-FU-10002759","12-1/2 Diameter Round Wall Clock","Furniture","US-2017-106663","Standard Class","23.976"
"MO-17800","Meg O'Connel",22,"FUR-TA-10000688","Chromcraft Bull-Nose Wood Round Conference Table Top  Wood Base","Furniture","US-2017-106663","Standard Class","108.925"
"MO-17800","Meg O'Connel",22,"OFF-PA-10002377","Xerox 1916","Office Supplies","US-2017-106663","Standard Class","36.352"
"TD-20995","Tamara Dahlen",19,"OFF-AR-10001954","Newell 331","Office Supplies","CA-2017-111178","Standard Class","19.56"
"RB-19570","Rob Beeghly",57,"OFF-AP-10004532","Kensington 6 Outlet Guardian Standard Surge Protector","Office Supplies","CA-2017-130351","First Class","61.44"
"RB-19570","Rob Beeghly",57,"OFF-PA-10002137","Southworth 100% Résumé Paper  24lb.","Office Supplies","CA-2017-130351","First Class","38.9"
"RB-19570","Rob Beeghly",57,"TEC-AC-10003832","Logitech P710e Mobile Speakerphone","Technology","CA-2017-130351","First Class","99.39"
"CD-11980","Carol Darley",61,"OFF-AP-10000804","Hoover Portapower Portable Vacuum","Office Supplies","US-2017-119438","Standard Class","2.688"
"CD-11980","Carol Darley",61,"TEC-AC-10003614","Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc  10/Pack","Technology","US-2017-119438","Standard Class","27.816"
"CD-11980","Carol Darley",61,"FUR-FU-10003553","Howard Miller 13-1/2 Diameter Rosebrook Wall Clock","Furniture","US-2017-119438","Standard Class","82.524"
"CD-11980","Carol Darley",61,"OFF-BI-10004632","Ibico Hi-Tech Manual Binding System","Office Supplies","US-2017-119438","Standard Class","182.994"
"DJ-13630","Doug Jacobs",41,"OFF-BI-10003305","Avery Hanging File Binders","Office Supplies","CA-2016-164511","Standard Class","14.352"
"DJ-13630","Doug Jacobs",41,"OFF-ST-10002583","Fellowes Neat Ideas Storage Cubes","Office Supplies","CA-2016-164511","Standard Class","64.96"
"DJ-13630","Doug Jacobs",41,"OFF-ST-10004507","Advantus Rolling Storage Box","Office Supplies","CA-2016-164511","Standard Class","68.6"
"GT-14635","Grant Thornton",19,"TEC-MA-10004125","Cubify CubeX 3D Printer Triple Head Print","Technology","US-2017-168116","Same Day","7999.98"
"GT-14635","Grant Thornton",19,"OFF-AP-10002457","Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum  Red","Office Supplies","US-2017-168116","Same Day","167.44"
"MC-17845","Michael Chen",50,"TEC-AC-10003911","NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router","Technology","CA-2014-157784","First Class","479.97"
"MC-17845","Michael Chen",50,"OFF-LA-10001934","Avery 516","Office Supplies","CA-2014-157784","First Class","14.62"
"MC-17845","Michael Chen",50,"OFF-PA-10000304","Xerox 1995","Office Supplies","CA-2014-157784","First Class","19.44"
"RA-19285","Ralph Arnett",45,"FUR-BO-10004015","Bush Andora Bookcase  Maple/Graphite Gray Finish","Furniture","CA-2017-161480","Standard Class","191.984"
"NP-18325","Naresj Patel",70,"FUR-FU-10004071","Luxo Professional Magnifying Clamp-On Fluorescent Lamps","Furniture","US-2014-117135","Second Class","104.01"
"NP-18325","Naresj Patel",70,"TEC-PH-10002033","Konftel 250 Conference phone Charcoal black","Technology","US-2014-117135","Second Class","284.82"
"NP-18325","Naresj Patel",70,"OFF-ST-10002444","Recycled Eldon Regeneration Jumbo File","Office Supplies","US-2014-117135","Second Class","36.84"
"AB-10165","Alan Barnes",22,"TEC-AC-10002253","Imation Bio 8GB USB Flash Drive Imation Corp","Technology","CA-2015-131534","Standard Class","166.24"
"AB-10165","Alan Barnes",22,"OFF-PA-10000743","Xerox 1977","Office Supplies","CA-2015-131534","Standard Class","33.4"
"JO-15550","Jesus Ocampo",58,"OFF-AR-10003373","Boston School Pro Electric Pencil Sharpener  1670","Office Supplies","CA-2015-119291","First Class","198.272"
"JO-15550","Jesus Ocampo",58,"OFF-LA-10002312","Avery 490","Office Supplies","CA-2015-119291","First Class","47.36"
"JO-15550","Jesus Ocampo",58,"OFF-EN-10000927","Jet-Pak Recycled Peel N Seal Padded Mailers","Office Supplies","CA-2015-119291","First Class","200.984"
"JO-15550","Jesus Ocampo",58,"OFF-LA-10003510","Avery 4027 File Folder Labels for Dot Matrix Printers  5000 Labels per Box  White","Office Supplies","CA-2015-119291","First Class","97.696"
"JO-15550","Jesus Ocampo",58,"OFF-AR-10001118","Binney & Smith Crayola Metallic Crayons  16-Color Pack","Office Supplies","CA-2015-119291","First Class","2.696"
"JO-15550","Jesus Ocampo",58,"OFF-BI-10001575","GBC Linen Binding Covers","Office Supplies","CA-2015-119291","First Class","18.588"
"JO-15550","Jesus Ocampo",58,"OFF-BI-10001982","Wilson Jones Custom Binder Spines & Labels","Office Supplies","CA-2015-119291","First Class","4.896"
"Dl-13600","Dorris liebe",68,"FUR-FU-10002960","Eldon 200 Class Desk Accessories  Burgundy","Furniture","CA-2017-114552","Standard Class","15.072"
"AS-10285","Alejandro Savely",53,"FUR-FU-10003394","Tenex The Solids Textured Chair Mats","Furniture","CA-2016-163755","Second Class","209.88"
"JK-15370","Jay Kimmel",27,"FUR-TA-10002774","Laminate Occasional Tables","Furniture","CA-2015-142027","Standard Class","369.912"
"BN-11470","Brad Norvell",20,"OFF-PA-10001800","Xerox 220","Office Supplies","CA-2014-138527","Standard Class","10.368"
"BN-11470","Brad Norvell",20,"OFF-AP-10001469","Fellowes 8 Outlet Superior Workstation Surge Protector","Office Supplies","CA-2014-138527","Standard Class","166.84"
"BN-11470","Brad Norvell",20,"TEC-AC-10002399","SanDisk Cruzer 32 GB USB Flash Drive","Technology","CA-2014-138527","Standard Class","15.216"
"DP-13165","David Philippe",50,"TEC-AC-10003628","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","Technology","CA-2014-112158","First Class","119.96"
"DP-13165","David Philippe",50,"FUR-BO-10003272","OSullivan Living Dimensions 5-Shelf Bookcases","Furniture","CA-2014-112158","First Class","883.92"
"DP-13165","David Philippe",50,"OFF-BI-10000050","Angle-D Binders with Locking Rings  Label Holders","Office Supplies","CA-2014-112158","First Class","46.72"
"TH-21550","Tracy Hopkins",48,"OFF-PA-10004071","Eaton Premium Continuous-Feed Paper  25% Cotton  Letter Size  White  1000 Shts/Box","Office Supplies","CA-2014-113887","First Class","55.48"
"AP-10915","Arthur Prichep",61,"OFF-EN-10001219","#10- 4 1/8 x 9 1/2 Security-Tint Envelopes","Office Supplies","CA-2017-146136","Standard Class","24.448"
"RS-19765","Roland Schwarz",45,"OFF-AP-10001154","Bionaire Personal Warm Mist Humidifier/Vaporizer","Office Supplies","US-2017-100048","Standard Class","281.34"
"RS-19765","Roland Schwarz",45,"TEC-PH-10003012","Nortel Meridian M3904 Professional Digital phone","Technology","US-2017-100048","Standard Class","307.98"
"RS-19765","Roland Schwarz",45,"TEC-AC-10001606","Logitech Wireless Performance Mouse MX for PC and Mac","Technology","US-2017-100048","Standard Class","299.97"
